gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,3,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,44.46,96.28,No
Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.53,1284.44,No
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,27.27,1933.58,No
Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,95.25,6467.13,No
Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.36,343.79,No
Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.84,226.69,No
Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.83,4879.99,Yes
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.33,156.09,Yes
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,36.67,1349.45,Yes
Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,86.3,8.54,No
Male,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,81.41,544.41,No
Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.34,1011.02,No
Male,0,No,No,69,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.93,3547.68,Yes
Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.41,1626.91,No
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.56,384.87,No
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,27.7,793.63,No
Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.68,1357.26,No
Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,73.92,2382.29,Yes
Male,1,No,No,72,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),111.25,8018.71,No
Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,40.64,2079.76,No
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.18,2337.27,No
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.13,2488.17,No
Male,1,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.21,2603.07,No
Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.08,6497.39,Yes
Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.94,6795.42,No
Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.57,299.12,Yes
Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,38.6,2271.7,Yes
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.44,1855.16,No
Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.37,1304.49,Yes
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.16,5447.44,Yes
Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,98.94,6634.15,No
Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),27.8,675.23,No
Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.38,2063.23,No
Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.78,3453.93,Yes
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,54.12,429.6,No
Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,34.5,1152.01,No
Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,42.18,958.48,No
Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.57,2326.86,No
Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,88.82,5764.08,No
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,72.99,4727.06,No
Female,0,Yes,No,40,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),115.25,4596.54,Yes
Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.04,1313.01,No
Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.99,2548.38,Yes
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,92.91,3526.86,No
Female,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.41,903.58,No
Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.61,967.61,No
Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.23,2896.47,No
Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.94,1090.46,No
Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.3,3726.52,No
Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.65,564.45,No
Male,1,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.77,1944.11,No
Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,108.75,4245.38,No
Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,50.49,499.22,No
Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.3,607.83,No
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,101.25,1118.65,Yes
Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.63,1127.85,Yes
Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.31,3295.95,No
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,108.19,247.12,Yes
Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.26,1205.18,No
Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.61,3982.79,Yes
Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,29.0,118.54,No
Male,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,34.18,1778.4,No
Male,1,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.16,1764.69,No
Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,37.38,392.09,No
Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.2,2085.89,No
Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.7,5921.27,Yes
Male,0,No,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,113.81,5776.24,Yes
Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.74,3757.61,No
Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,33.41,1381.02,Yes
Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),110.02,4718.32,No
Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.24,2269.65,No
Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.37,554.74,No
Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.11,6491.86,Yes
Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.66,223.22,Yes
Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,61.67,3014.27,No
Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.33,661.38,Yes
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,76.98,1129.43,No
Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.26,3500.23,Yes
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.78,495.63,Yes
Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),51.54,3544.12,No
Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,27.74,1150.22,No
Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.59,5924.13,No
Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.47,189.37,No
Male,1,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,113.76,4239.84,No
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,21.78,194.07,No
Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,21.66,365.59,No
Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61.85,981.85,No
Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.73,3074.1,Yes
Female,0,Yes,No,65,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,23.17,1508.93,Yes
Female,0,No,Yes,43,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,97.8,4184.94,No
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.85,208.22,No
Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.34,1135.91,No
Male,0,No,No,38,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.07,2557.13,No
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.34,287.97,Yes
Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.48,928.61,No
Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,30.58,504.04,No
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,115.72,4868.15,No
Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.92,2678.51,Yes
Male,1,Yes,No,52,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),39.26,2061.12,No
Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.53,2745.84,No
Female,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.77,1507.85,Yes
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.03,1843.23,No
Female,1,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,54.17,1346.35,No
Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.06,605.44,Yes
Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,79.11,1810.12,No
Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,104.12,546.31,Yes
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.92,5757.37,No
Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.05,3152.96,No
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,99.53,269.32,Yes
Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.76,5362.92,No
Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,20.31,993.92,Yes
Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.43,2103.76,No
Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24.87,644.7,No
Female,1,No,Yes,39,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),46.4,1780.54,No
Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),26.71,1477.93,No
Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.42,2675.44,Yes
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.52,1430.32,No
Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),35.39,1684.83,No
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.17,2839.91,No
Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.19,3629.54,No
Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,38.28,780.56,No
Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.03,959.83,No
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.96,1929.87,Yes
Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.19,1812.07,No
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,48.68,1180.15,No
Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.28,2617.87,Yes
Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,30.48,883.09,Yes
Female,1,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,96.16,3555.98,No
Male,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,109.39,3601.46,No
Female,0,No,Yes,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.42,2421.99,No
Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.24,1034.93,Yes
Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,23.98,1049.36,No
Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,99.63,878.57,No
Male,1,Yes,Yes,36,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.4,3305.16,No
Male,1,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,65.39,373.52,No
Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,47.55,1468.1,No
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.29,358.76,No
Male,0,No,No,47,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.95,4306.86,Yes
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.93,5867.15,Yes
Female,0,No,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.61,3307.7,No
Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.51,1436.49,No
Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),23.44,747.82,No
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.59,78.84,No
Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.98,4900.66,No
Male,1,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.64,1617.09,No
Female,0,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,67.12,2004.07,No
Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,101.18,3030.71,No
Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.58,1677.95,Yes
Female,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),19.38,955.38,No
Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,99.46,3475.14,Yes
Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,27.75,1336.31,No
Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,69.39,2074.7,No
